Form,Section,QuestionKey,order,Question,Code Set,Valid Choice,Choice Code,Code Value Comment,PARENT comment,GRAND comment,GREAT comment,ANTIQUITY Comment
Form-Discharge,Section GG,GG0170F2-DISCHARGE,NULL,Toilet transfer: The ability to get on and off a toilet or commode.,297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170F2-DISCHARGE,NULL,Toilet transfer: The ability to get on and off a toilet or commode.,297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170F2-DISCHARGE,NULL,Toilet transfer: The ability to get on and off a toilet or commode.,297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170F2-DISCHARGE,NULL,Toilet transfer: The ability to get on and off a toilet or commode.,297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170F2-DISCHARGE,NULL,Toilet transfer: The ability to get on and off a toilet or commode.,297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170G2-DISCHARGE,NULL,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170I2-DISCHARGE,NULL,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170J2-DISCHARGE,NULL,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170K2-DISCHARGE,NULL,"Walk 150 feet: Once standing, the ability to walk at least 150 feet in a corridor or similar space.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170L2-DISCHARGE,NULL,"Walking 10 feet on uneven surfaces: The ability to walk 10 feet on uneven or sloping surfaces (indoor or outdoor), such as turf or gravel.  M.1 step (curb): The ability",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170M2-DISCHARGE,NULL,"1 step (curb): The ability to go up and down a curb or up and down one step. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170N2-DISCHARGE,NULL,"4 steps: The ability to go up and down four steps with or without a rail. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170P, Picking up object",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170O2-DISCHARGE,NULL,12 steps: The ability to go up and down 12 steps with or without a rail.,297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Discharge,Section GG,GG0170P2-DISCHARGE,NULL,"Picking up object: The ability to bend/stoop from a standing position to pick up a small object, such as a spoon, from the floor.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
