FormFK,QuestionID,QuestionKey,question,QuestionTitle,GroupTitle,stage,choice set,choice set description,choice,choice description
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,167,GG0170E1-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,168,GG0170E2-ADMISSION*,Chair/bed-to-chair transfer: The ability to transfer to and from a bed to a chair (or wheelchair).,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,170,GG0170F1-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,171,GG0170F2-ADMISSION*,Toilet transfer: The ability to get on and off a toilet or commode.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,172,GG0170G1-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,173,GG0170G2-ADMISSION*,Car transfer: The ability to transfer in and out of a car or van on the passenger side. Does not include the ability to open/close door or fasten seat belt.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,174,GG0170I1-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,175,GG0170I2-ADMISSION*,"Walk 10 feet: Once standing, the ability to walk at least 10 feet in a room, corridor, or similar space. If admission performance is coded 07, 09, 10, or 88 Skip to GG0170M, 1 step (curb)",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,177,GG0170J1-ADMISSION*,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,177,GG0170J1-ADMISSION*,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,177,GG0170J1-ADMISSION*,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,177,GG0170J1-ADMISSION*,"Walk 50 feet with two turns: Once standing, the ability to walk at least 50 feet and make two turns.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
